pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,duration_s,distance,cost_proxy,hour_of_day,cost_per_unit,duration_per_unit,label
39.881089041596574,116.56817400361025,39.88941326630108,116.56725958226389,2121.1101320223524,18.55381152482158,59.659827323571264,12.0,3.215502498974802,0.5647826540072234,0
40.08275000724347,116.26537139307283,40.116543600786024,116.27236641069274,3069.5598336095272,0.5145088630526842,19.19532433840402,20.0,37.30805379039404,0.35647123785193147,0
40.006197879633994,116.62590870788738,40.04520256722677,116.60348317124637,973.708940695165,18.196160912095575,33.26373712796408,21.0,1.8280634738645667,0.702141350091256,0
39.959530469468966,116.57945085186095,39.94254436672484,116.61630780316466,1951.273608616864,15.357380473793675,63.50788258403646,23.0,4.1353330206546834,0.3170485054513435,0
39.804606524154856,116.613483984205,39.73226783718739,116.61818038089518,2331.9158837244076,3.305952346994722,79.06614246188626,22.0,23.91629828958708,0.5123183476638441,0
39.80459808211767,116.32853998311028,39.88209050383405,116.38145005477364,1629.4636940458768,12.302342421410485,24.366013581647604,13.0,1.980599527065838,0.7641495367696997,0
39.77032926425887,116.35100647261591,39.806943791587926,116.2566265231672,2221.517612730664,1.316363734841187,64.91372273262368,18.0,49.312907226554074,0.31916604099249857,0
40.05316165102123,116.4114664455449,40.074922032853266,116.3828925132011,3441.0355332724157,0.6480252086301368,23.44588674269151,6.0,36.18051648369339,0.79229659050164,0
39.96039025411012,116.30089029995976,39.92547284122884,116.36849692601776,388.36372916120365,18.728360572645006,57.3263665666985,17.0,3.0609388549700642,0.4207932393762078,0
39.997825402228614,116.40944016505856,39.943745922368365,116.3779732709508,1048.1256475418,8.200239138382342,59.4492460518132,16.0,7.249696630620546,0.7767236268628979,0
39.757204573003534,116.20414075850917,39.74303376031844,116.21852692786987,1867.650838603378,2.9862671623940225,77.64571023215119,2.0,26.00092557355263,0.7550642270742496,0
40.089468448256696,116.59489145695211,40.14838087987339,116.64863175951132,738.8965328568319,13.848634288195377,68.1073119353969,17.0,4.917980395615746,0.5390960451806402,0
40.04135492428015,116.27303231806842,40.08564375246747,116.30485982917169,153.20705473915194,0.9481923157576401,84.23497846766087,4.0,88.83744053584115,0.47704260898064615,1
39.8243186887374,116.42538152300881,39.73306860132996,116.44422551263257,1930.2575335976946,11.67869874765389,41.289905164123795,4.0,3.5354885040097845,0.9698625099042331,0
39.813638738522485,116.61797192172772,39.853342827468595,116.6642018012379,1330.5773862022895,6.357775500109159,55.18437992190259,17.0,8.679825187434679,0.6174329693339107,0
